Meeting,Segment,Word_Count,Excerpt,Compound,Positive_Pct,Negative_Pct,Neutral_Pct,Valence,Intensity,Polarity,Subjectivity,Dom_Emotion,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
M2: Social Groups,9,42,"Yeah. Or like, I don't know, I feel like I also, it's not really a norm, but I guess I...",-0.748,0.101,0.187,0.712,Negative,Strong,-0.1,0.2,Fear,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333,0.0
M2: Social Groups,10,104,Something that happened to me earlier today as I was speaking to a friend from my gardening club from from...,0.7886,0.112,0.043,0.845,Positive,Strong,-0.2,0.5,Anticipation,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5
M2: Social Groups,11,79,"Somewhat confused. I mean, he says he's on autistic spectrum, but I don't know. He doesn't he? Maybe I'm just...",-0.2176,0.0,0.023,0.977,Negative,Mild,-0.1411,0.3875,Trust,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0
M2: Social Groups,12,85,I think it is entirely depending on the person. Like some people. Yes. Because they notice things that either are...,0.8122,0.093,0.0,0.907,Positive,Strong,-0.0227,0.3705,Trust,0.1667,0.5,0.0,0.1667,0.0,0.0,0.0,0.1667
M2: Social Groups,13,122,"I don't know. He this guy, he seems if he is autistic, he's even more high masking or high functioning...",0.6531,0.059,0.017,0.924,Positive,Strong,0.017,0.3855,Surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M2: Social Groups,14,65,"Like nothing alone necessarily tells someone. It's usually like a couple things that they notice that usually will hint, and...",0.9496,0.275,0.024,0.701,Positive,Strong,-0.1667,0.5208,Trust,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
M2: Social Groups,15,116,"Because I came out as bisexual in college and everyone around me seemed bisexual after that. I was like, no...",0.9706,0.204,0.03,0.766,Positive,Strong,-0.1431,0.4048,Sadness,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
M2: Social Groups,16,60,"Yeah. And then I think also being in academia, I think there's just a lot of neurodivergence in general. And...",0.5719,0.075,0.0,0.925,Positive,Moderate,0.025,0.45,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,17,25,"Overlap in like the interests and the social difficulties too, between autism and ADHD. So sometimes it's really hard to...",0.6778,0.292,0.12,0.587,Positive,Strong,-0.1292,0.3042,Trust,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0
M2: Social Groups,18,30,"And then like with the comorbidity, like who knows? I like my therapist is always like, you probably have ADHD,...",0.8619,0.344,0.0,0.656,Positive,Strong,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,19,122,This is fine. I'm old enough. I'm trying to think of other social norms that have really bothered me. It's....,0.9567,0.205,0.064,0.731,Positive,Strong,0.068,0.4086,Sadness,0.1667,0.0,0.0,0.1667,0.3333,0.1667,0.0,0.1667
M2: Social Groups,20,63,Do I tell if I'm interested in them? Sometimes I can't even tell how I feel about them. That's a...,0.8621,0.177,0.029,0.794,Positive,Strong,0.0833,0.2,Sadness,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
M2: Social Groups,21,49,"Exactly. Yeah. They're not just things we have in common. Yeah. Yeah. I feel like that was a struggle, but...",0.9524,0.351,0.051,0.597,Positive,Strong,-0.0883,0.3669,Fear,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25
M2: Social Groups,22,110,"Yeah. I struggle a lot with that of like, do I like this person or do we just like the...",0.9844,0.304,0.071,0.625,Positive,Strong,-0.0722,0.6642,Anger,0.0,0.0,0.1667,0.1667,0.1667,0.0,0.3333,0.1667
M2: Social Groups,23,33,"Yeah, like knowing the timing of how it moves. Yeah. Yeah. How to not be too overbearing, but also show...",0.8625,0.325,0.043,0.633,Positive,Strong,0.1537,0.7444,Trust,0.1429,0.2857,0.0,0.0,0.2857,0.1429,0.1429,0.0
M2: Social Groups,24,52,"One I like, I like the second half of this next one a little bit more. Like, do you hold...",0.8787,0.188,0.0,0.812,Positive,Strong,0.0236,0.2778,Anger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M2: Social Groups,25,119,"I feel like, like I was dating before I knew I was autistic. And I think like I got diagnosed...",0.869,0.122,0.023,0.855,Positive,Strong,0.0111,0.4451,Trust,0.1111,0.4444,0.0,0.1111,0.0,0.0,0.0,0.3333
M2: Social Groups,26,25,I feel like sometimes I expect them to be more understanding and then I get really disappointed when it's not...,-0.2247,0.087,0.117,0.796,Negative,Mild,-0.1352,0.513,Trust,0.0,0.2857,0.0,0.1429,0.1429,0.1429,0.1429,0.1429
M2: Social Groups,27,62,"Yeah, yeah. I had a tough or just a weird experience telling like a neurodivergent friend that I was autistic...",0.8262,0.218,0.082,0.7,Positive,Strong,-0.2538,0.5619,Sadness,0.125,0.125,0.125,0.0,0.25,0.25,0.125,0.0
M2: Social Groups,28,87,"Yeah, she she said, oh, my cousin's autistic. And it's just like that. And it was nothing. She described what...",0.8473,0.196,0.088,0.716,Positive,Strong,0.0278,0.4333,Surprise,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.3333
M2: Social Groups,29,55,"Well, maybe she thought, I mean, it's not my place to really say, but perhaps she thought that she was...",0.9698,0.335,0.02,0.645,Positive,Strong,0.0062,0.5396,Trust,0.1667,0.3333,0.1667,0.0,0.0,0.0,0.0,0.3333
M2: Social Groups,30,62,"Yeah, I think I talked about some therapy a lot. And I think like the, at the time I had...",0.8902,0.197,0.017,0.786,Positive,Strong,0.35,0.6167,Trust,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2
M2: Social Groups,31,55,"I also think that's such a neurotypical thing to like, you share something and then they have to share something...",0.8502,0.22,0.048,0.732,Positive,Strong,-0.0061,0.5944,Trust,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25
M2: Social Groups,32,59,"Sometimes I do feel like though, like neurotypical people, when you're having a conversation with them, they're almost waiting to...",0.9312,0.26,0.0,0.74,Positive,Strong,0.1,0.1,Anger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
M2: Social Groups,33,43,"I was about to say, if they mention something I'm interested in, then I'm like waiting until I can tell...",0.9144,0.285,0.0,0.715,Positive,Strong,0.2167,0.55,Sadness,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
M2: Social Groups,34,48,It's interesting. So many people refer to themselves as sponges. I guess like how much masking do you feel like...,0.891,0.227,0.0,0.773,Positive,Strong,0.3143,0.4651,Joy,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0
M2: Social Groups,35,207,"I feel like I may have actually been the opposite, a little bit like because it felt so much scarier...",0.9894,0.203,0.052,0.744,Positive,Strong,-0.0411,0.4903,Sadness,0.0588,0.1176,0.1176,0.1765,0.2353,0.1176,0.1765,0.0
M2: Social Groups,36,91,"I know that's a weird one, I think, but it comes up a lot because yeah, everyone's like, let's go...",0.9098,0.191,0.079,0.73,Positive,Strong,-0.0762,0.5169,Fear,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
M2: Social Groups,37,32,"Yeah, no, it definitely helps with like a little bit of anxiety after like the first. Yeah. And like the...",0.9097,0.433,0.03,0.538,Positive,Strong,0.0781,0.4167,Fear,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25
M2: Social Groups,38,21,"Or even sometimes after one, I was like, like, I definitely was more liking this person than I would be...",0.8655,0.386,0.0,0.614,Positive,Strong,0.25,0.5,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,39,190,I feel like and it might be different for like a first date versus like another like a later date...,0.9967,0.313,0.033,0.653,Positive,Strong,0.3074,0.5598,Joy,0.25,0.25,0.0625,0.125,0.0,0.0625,0.0625,0.1875
M2: Social Groups,40,42,"I feel like I haven't had that many like first dates, and the only one that I found somewhat tolerable...",0.8749,0.224,0.0,0.776,Positive,Strong,0.1812,0.4062,Joy,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2
M2: Social Groups,41,96,"I know. I guess I also like having maybe. And maybe this is more like, specific to myself. Maybe. But...",0.9568,0.182,0.0,0.818,Positive,Strong,0.2569,0.4944,Joy,0.2308,0.2308,0.1538,0.1538,0.2308,0.0,0.0,0.0
M2: Social Groups,42,50,"I agree with that. Like either like a common activity, like something we both do or even like a new...",0.9039,0.3,0.081,0.619,Positive,Strong,0.1432,0.5773,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,43,80,"I had a friend who did, she had like a bucket list of things she wanted to do around her,...",0.8381,0.139,0.0,0.861,Positive,Strong,0.2833,0.4389,Joy,0.2857,0.2857,0.0,0.2857,0.0,0.0,0.0,0.1429
M2: Social Groups,44,32,"I guess regardless of like friend romantic, like what makes everyone feel comfortable to like unmask and be themselves around...",0.9601,0.448,0.0,0.552,Positive,Strong,0.325,0.65,Joy,0.3333,0.3333,0.0,0.1667,0.0,0.0,0.0,0.1667
M2: Social Groups,45,77,"When you know someone quite well, you feel. Say more comfortable to ask them like, hey, could I tap out...",0.9476,0.198,0.0,0.802,Positive,Strong,0.1542,0.3333,Trust,0.2857,0.5714,0.0,0.0,0.0,0.0,0.1429,0.0
M2: Social Groups,46,28,Someone knows every like knows you well. It makes a huge difference. Same with like for advocating for yourself. For...,0.872,0.341,0.0,0.659,Positive,Strong,0.2,0.5125,Surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M2: Social Groups,47,364,"I just I like, just got a new job and like went to go meet with like the lab that...",0.9993,0.312,0.006,0.682,Positive,Strong,0.21,0.5894,Joy,0.3077,0.2308,0.0769,0.0769,0.0769,0.0,0.0385,0.1923
M2: Social Groups,48,56,"That like check list of things I would need when we go out, it almost feels like that's easier when...",0.9425,0.268,0.0,0.732,Positive,Strong,0.0,0.0,Joy,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0
M2: Social Groups,49,26,"But then that's tough because you're relying on them to go out of their way to be, yeah, to bring...",0.2617,0.098,0.061,0.841,Positive,Mild,-0.3889,0.8333,Sadness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M2: Social Groups,50,218,"Like, I feel like I'm honestly still trying to figure this out. I'm having a major crisis about personality. I...",0.996,0.291,0.049,0.66,Positive,Strong,0.1386,0.4902,Joy,0.1667,0.1667,0.0667,0.1667,0.1333,0.0667,0.1,0.1333
M2: Social Groups,51,170,Biggest problems I've had with masking is the is the volume of my voice. This is something I routinely been...,-0.5041,0.047,0.07,0.883,Negative,Moderate,0.1184,0.5881,Fear,0.0952,0.0476,0.2381,0.1429,0.0952,0.0952,0.1429,0.1429
M2: Social Groups,52,69,"I feel like similar with the loud voice, but when I'm really excited, I don't notice that I'm getting really...",0.9802,0.371,0.079,0.551,Positive,Strong,0.0994,0.6988,Surprise,0.1333,0.1333,0.0667,0.2,0.0667,0.0667,0.2,0.1333
M2: Social Groups,53,38,"Yeah, I feel that too. I also have a neurodivergent friend, and we both start at this volume. And by...",0.4939,0.173,0.081,0.746,Positive,Moderate,-0.2417,0.4917,Joy,0.1429,0.1429,0.1429,0.0,0.1429,0.1429,0.1429,0.1429
M2: Social Groups,54,31,That's what makes it difficult to unmask at the initial part of a relationship. And is there anyone you've ever...,0.4939,0.157,0.069,0.773,Positive,Moderate,0.0208,0.625,Joy,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25
M2: Social Groups,55,19,I can't contribute to this because I've never been in a relationship. I've always been too shy. That's fair.,0.0772,0.108,0.094,0.798,Positive,Mild,0.1,0.7,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,56,163,"It's, I suppose, much. I suppose when I guess I'm sort of still understanding the concept of masking. But as...",0.2335,0.078,0.078,0.844,Positive,Mild,0.1193,0.5114,Joy,0.2353,0.1176,0.1765,0.1176,0.1176,0.0588,0.0588,0.1176
M2: Social Groups,57,31,"I'm also just like, as you're an adult, when you've been doing it for years, it's like you learn it...",0.486,0.143,0.053,0.804,Positive,Moderate,0.1,0.4,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,58,58,"I. It's the masking concept is quite new to me. I can understand about high functioning, like being able to...",0.3889,0.106,0.064,0.83,Positive,Moderate,0.209,0.573,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,59,228,"Honestly, I feel kind of similarly like the figuring out like, yeah, what is masking what is not when is...",0.9958,0.245,0.02,0.735,Positive,Strong,0.2209,0.5849,Trust,0.2143,0.2857,0.0714,0.0,0.1429,0.0,0.0,0.2857
M2: Social Groups,60,230,"Or something like that. I think if I think about people I'm meeting these days, I think I'm asking less,...",0.9982,0.327,0.018,0.655,Positive,Strong,0.0615,0.4172,Trust,0.0909,0.2727,0.0909,0.0,0.1818,0.0,0.0909,0.2727
M2: Social Groups,61,224,"And I think yeah, so I do feel like there is sort of like a magnet whether or not if...",0.9975,0.331,0.044,0.625,Positive,Strong,0.4105,0.6483,Trust,0.2333,0.3333,0.0333,0.1333,0.0667,0.0,0.0333,0.1667
M2: Social Groups,62,240,"I know it's the best thing I can say is it's a vibe. Like maybe my vibes are off, I...",0.9942,0.202,0.016,0.782,Positive,Strong,0.1705,0.4615,Trust,0.3,0.4,0.1,0.0,0.1,0.0,0.1,0.0
M2: Social Groups,63,160,"I like your point actually about like, what makes somebody magnetic? And something that my dad told me when I...",0.8782,0.139,0.043,0.818,Positive,Strong,0.2559,0.6049,Trust,0.24,0.32,0.04,0.08,0.12,0.0,0.0,0.2
M2: Social Groups,64,20,"And initiate like, I feel like just when someone else initiates that, it would make it a lot easier because.",0.7783,0.315,0.0,0.685,Positive,Strong,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,65,104,"I always get worried because I oftentimes I feel maybe this is not the case though, but I feel as...",0.7018,0.112,0.08,0.809,Positive,Strong,0.2333,0.3444,Sadness,0.0385,0.0769,0.2308,0.0385,0.2692,0.1154,0.1538,0.0769
M2: Social Groups,66,40,Yeah. It also feels like when I initiated almost like I'm setting myself up for rejection sometimes too. Versus like...,0.8354,0.283,0.069,0.648,Positive,Strong,0.0,0.0,Fear,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2
M2: Social Groups,67,32,"And even like initiating in a conversation, like, I don't want to feel like I'm an interviewer asking them a...",0.7634,0.238,0.033,0.729,Positive,Strong,0.0,0.0,Fear,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
M2: Social Groups,68,43,I guess now it's kind of into like healthy. What? What do you view as healthy communication? Like I view...,0.8077,0.234,0.0,0.766,Positive,Strong,0.3333,0.5667,Trust,0.2857,0.5714,0.0,0.1429,0.0,0.0,0.0,0.0
M2: Social Groups,69,48,"I agree with that. I always say, I'd rather you tell me the truth than to not tell me at...",-0.4201,0.087,0.137,0.776,Negative,Moderate,0.5,0.5,Sadness,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0
M2: Social Groups,70,139,Something that I've sort of observed with others is that it's not so much as a matter of telling the...,-0.9572,0.018,0.14,0.842,Negative,Strong,0.0071,0.3305,Fear,0.0,0.125,0.25,0.0,0.25,0.0625,0.0625,0.25
M2: Social Groups,71,20,"No, it's definitely a very good point because you don't. It's almost strategic sometimes. You don't want to. You don't.",0.6879,0.244,0.051,0.705,Positive,Strong,0.91,0.78,Joy,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
M2: Social Groups,72,44,"Want. I believe the colloquial term is not trauma dump, but you don't want to feel like you're always pushing...",-0.2978,0.191,0.212,0.596,Negative,Mild,0.0,0.3333,Trust,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0
M2: Social Groups,73,36,"There's also something to be said about positivity. You know, it's. Of course people love complaining, bonding over, complaining about...",0.9161,0.304,0.102,0.594,Positive,Strong,0.4424,0.6818,Joy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,74,18,"You end up liking that person too, when you get all excitable and like really into the topic.",0.7717,0.339,0.0,0.661,Positive,Strong,0.2,0.2,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,75,334,"Yeah, I definitely relate to the like, yeah, you don't want to say too many negative things and then also...",0.9926,0.195,0.073,0.732,Positive,Strong,0.1719,0.616,Anticipation,0.1463,0.1707,0.0976,0.0488,0.1463,0.0732,0.0976,0.2195
M2: Social Groups,76,259,"And so I was like, if you could just close the cabinets when you walk out of the room, that'd...",0.996,0.262,0.069,0.669,Positive,Strong,0.0295,0.5937,Anticipation,0.1333,0.1333,0.2,0.0667,0.0667,0.0,0.1333,0.2667
M2: Social Groups,77,71,"And scary too. Yeah, because I feel like with each subsequent time, I was less likely to ever bring up...",0.6872,0.149,0.067,0.784,Positive,Strong,-0.0417,0.6417,Fear,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25
M2: Social Groups,78,101,"I feel like I used to be the same way, like I would bottle up all these feelings. But then...",0.9468,0.207,0.057,0.736,Positive,Strong,-0.0278,0.5528,Fear,0.0833,0.0833,0.1667,0.1667,0.1667,0.0833,0.125,0.125
M2: Social Groups,79,162,"It's something that's recurring though, if it's if it's just like, oh, he oh, this person did said this one...",-0.7581,0.077,0.106,0.817,Negative,Strong,0.0133,0.5933,Trust,0.0909,0.2727,0.0909,0.0,0.0909,0.0909,0.1818,0.1818
M2: Social Groups,80,29,"That's something very similar happened when I was saying someone's name wrong forever. And they were like, oh, it's close...",-0.3593,0.184,0.196,0.62,Negative,Moderate,-0.3,0.6467,Fear,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0
M2: Social Groups,81,18,What do you mean close enough? It's your name. I'm so sorry that I was saying it wrong.,-0.5915,0.0,0.232,0.768,Negative,Moderate,-0.3281,0.7719,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,82,39,"It's funny. I've been on the opposite end, too. Like people pronounce my last name wrong constantly. And I'm just...",0.2044,0.204,0.149,0.647,Positive,Mild,-0.1583,0.4944,Trust,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0
M2: Social Groups,83,25,"What do you view as unhealthy on the other side of that? Like, how do you recognize and what do...",-0.6868,0.079,0.226,0.695,Negative,Strong,-0.3083,0.5917,Fear,0.0,0.1429,0.2857,0.0,0.2857,0.2857,0.0,0.0
M2: Social Groups,84,19,"Yes, definitely the bottling things up. Not saying it. That and that feels bad too, because I get resentful.",-0.296,0.2,0.244,0.556,Negative,Mild,-0.35,0.5833,Anger,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.0
M2: Social Groups,85,162,"I suppose. Again, I'm far more inexperienced, but I suppose that one way to tell if someone's not right for...",0.9683,0.202,0.1,0.699,Positive,Strong,0.0505,0.5951,Anticipation,0.1905,0.1905,0.0952,0.0476,0.0952,0.0476,0.0952,0.2381
M2: Social Groups,86,24,"Yeah, I totally get that. And like levels like you can feel the difference after too, like level of exhaustion,...",0.7351,0.311,0.08,0.609,Positive,Strong,-0.15,0.575,Trust,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25
M2: Social Groups,87,53,"I really like that because I feel like sometimes at the moment, I'm having a hard time actively processing what's...",0.757,0.192,0.104,0.704,Positive,Strong,0.0144,0.5458,Surprise,0.1111,0.1111,0.0,0.3333,0.2222,0.0,0.0,0.2222
M2: Social Groups,88,27,"You're caught up in the moment and you're just trying to make sure that you're staying on top of everything,...",0.2617,0.109,0.0,0.891,Positive,Mild,0.5,0.6944,Trust,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
M2: Social Groups,89,21,"And I'm like, and then do I even like you? Do I view you as a red flag in the...",0.6553,0.22,0.0,0.78,Positive,Strong,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,90,113,"Realizing that you're sort of getting caught up in it, that you need to tap out. This is something that...",0.631,0.085,0.052,0.863,Positive,Strong,0.0142,0.5075,Joy,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0
M2: Social Groups,91,45,"I mean, my classic one is squeezing my toes and then releasing them and then squeezing like my entire foot...",0.4215,0.14,0.085,0.775,Positive,Moderate,-0.0792,0.4708,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,92,37,"Do you respond when people in the past have been like unkind or critical or like, how have you gotten...",0.5423,0.256,0.167,0.577,Positive,Moderate,-0.3167,0.5722,Disgust,0.0909,0.0909,0.1818,0.0,0.1818,0.2727,0.1818,0.0
M2: Social Groups,93,233,"It's definitely an area where I could use some work. Usually if I feel like it's getting toxic, I just...",0.9971,0.32,0.095,0.585,Positive,Strong,0.0803,0.5171,Trust,0.2414,0.2759,0.1379,0.069,0.069,0.0345,0.069,0.1034
M2: Social Groups,94,224,"And, but not realizing why and thinking that there was something going on there. So I think like I probably...",0.9957,0.264,0.074,0.662,Positive,Strong,-0.0833,0.5546,Trust,0.1379,0.2414,0.0345,0.069,0.2414,0.069,0.0345,0.1724
M2: Social Groups,95,28,When they end. If it's almost like something blew up and it was supposed to walk away versus then just...,0.5729,0.153,0.0,0.847,Positive,Moderate,0.6,0.9,Joy,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0
M2: Social Groups,96,43,Grow apart or we don't really get along the same way as we used to. That one I feel way...,0.7996,0.22,0.104,0.676,Positive,Strong,-0.0274,0.5167,Joy,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0
M2: Social Groups,97,35,"And especially like when to leave because people do go through ups and downs and like, are they just going...",0.624,0.138,0.031,0.831,Positive,Strong,-0.05,0.7,Surprise,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
M2: Social Groups,98,28,"I guess the last one would just be like, oh, you're good. Do you wish you'd ever like, responded differently...",0.7964,0.294,0.069,0.637,Positive,Strong,0.09,0.52,Surprise,0.1429,0.1429,0.1429,0.4286,0.0,0.0,0.0,0.1429
M2: Social Groups,99,147,"Last week I did a little oopsie. My neighbor, she left her she left her car on with the engine...",-0.9488,0.044,0.138,0.818,Negative,Strong,-0.1258,0.4428,Trust,0.0625,0.1875,0.125,0.125,0.1875,0.0625,0.125,0.125
M2: Social Groups,100,315,"Even though I you know, and I apologize, of course, profusely saying that I didn't mean any harm by it,...",0.7566,0.128,0.099,0.773,Positive,Strong,-0.1811,0.5939,Fear,0.0,0.2121,0.303,0.0606,0.2424,0.0909,0.0909,0.0
M2: Social Groups,101,77,"And also later on, my dad. When I told my dad what happened, he said, actually, apparently it's illegal in...",0.2194,0.131,0.133,0.736,Positive,Mild,-0.068,0.528,Sadness,0.0,0.1667,0.1667,0.1667,0.25,0.1667,0.0833,0.0
M2: Social Groups,102,74,"So I in that in that moment, I was just like, really like bending over backwards trying to get her...",0.611,0.144,0.074,0.782,Positive,Strong,0.0921,0.5698,Disgust,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0
M2: Social Groups,103,111,"Sometimes it's like staying calm. One direct thing and getting away is kind of my thing is like, I'll take...",0.9492,0.19,0.036,0.774,Positive,Strong,0.0944,0.5759,Fear,0.1111,0.2222,0.4444,0.0,0.0,0.0,0.0,0.2222
M2: Social Groups,104,67,"I struggle with that too. I wish I could say something, but I just shut down and then I'm, I...",0.9606,0.283,0.07,0.647,Positive,Strong,-0.025,0.5778,Fear,0.0909,0.0909,0.2727,0.0909,0.1818,0.0,0.2727,0.0
M2: Social Groups,105,34,"Yes, I just I panicked, you know, unfortunately, I couldn't stay calm, I just panicked. I was like, apologizing. I...",-0.9229,0.105,0.412,0.483,Negative,Strong,-0.1333,0.7833,Sadness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M2: Social Groups,106,37,"Yeah, when I got I just got so I just panicked because she, I was like apologizing and she was...",-0.6557,0.128,0.222,0.65,Negative,Strong,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M2: Social Groups,107,93,It's a neighbor. This is the most important point is that this is someone who lives near me. I don't...,-0.3135,0.028,0.051,0.921,Negative,Moderate,0.1889,0.563,Trust,0.0833,0.3333,0.0833,0.0,0.0833,0.0833,0.1667,0.1667
M2: Social Groups,108,20,"It's hard. It's hard not to like, go into jellyfish mode with. Whenever anyone's coming at you in that way.",-0.4423,0.0,0.224,0.776,Negative,Moderate,-0.2917,0.5417,Anticipation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M2: Social Groups,109,18,"She wasn't even yelling. She was just speaking to me in this cold, hard, aggressive, angry voice. Yes.",-0.3818,0.117,0.274,0.609,Negative,Moderate,-0.4639,0.8472,Anger,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0
M2: Social Groups,110,38,"Mean, it's stupid because what was there to report to the police that. Oops, my neighbor was just approached my...",-0.6486,0.056,0.153,0.79,Negative,Strong,-0.475,0.7917,Trust,0.0,0.2222,0.2222,0.1111,0.1111,0.1111,0.1111,0.1111
M2: Social Groups,111,42,"No, no. It's hard. I mean, actually that honestly, that one with, like, conflict, I feel like will end up...",0.7184,0.206,0.127,0.667,Positive,Strong,-0.084,0.5382,Fear,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25
M3: Communication,1,87,I get started. All right. Okay. So just as a reminder to listen in this group respect different opinions and...,0.9054,0.139,0.0,0.861,Positive,Strong,0.3786,0.6101,Anticipation,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.375
M3: Communication,2,96,All right. So last week we discussed social communication. And I know some people still have some opinions about that....,0.872,0.096,0.0,0.904,Positive,Strong,0.0511,0.3192,Trust,0.2222,0.6667,0.0,0.0,0.0,0.0,0.0,0.1111
M3: Communication,3,262,I suppose it's a matter of. Impulse versus having to plan something. A lot of my interactions are off the...,0.9108,0.114,0.061,0.825,Positive,Strong,0.0753,0.5673,Trust,0.125,0.225,0.1,0.125,0.05,0.1,0.15,0.125
M3: Communication,4,336,I think also my communication style has changed a lot over time. And it's almost like this fine balance between...,0.9974,0.221,0.027,0.752,Positive,Strong,0.2158,0.4038,Trust,0.2,0.2571,0.0286,0.1714,0.0571,0.0286,0.0857,0.1714
M3: Communication,5,86,"I think oftentimes I've at least found myself being more intentional when I first meet somebody, like in a romantic...",0.8058,0.11,0.022,0.868,Positive,Strong,0.2158,0.5489,Joy,0.3077,0.3077,0.0769,0.0769,0.0,0.0,0.0769,0.1538
M3: Communication,6,50,"I've never been in a relationship, so I don't know about that. But I feel like in the beginning with...",0.8844,0.18,0.0,0.82,Positive,Strong,0.26,0.48,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,7,184,"Yeah, my brother calls it like a mocking someone. Like a video game character where with people that I don't...",0.9956,0.307,0.062,0.631,Positive,Strong,0.0975,0.5171,Trust,0.1538,0.3077,0.0,0.0,0.0769,0.0769,0.2308,0.1538
M3: Communication,8,38,I aspire to be a director from the beginning because I find so many times they go the wrong direction....,-0.0516,0.069,0.074,0.857,Negative,Mild,0.1667,0.6333,Anticipation,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6
M3: Communication,9,53,"I think so for me as well, being direct oftentimes it prevents conflicts just because I'm happy with what's happening...",0.7579,0.183,0.043,0.774,Positive,Strong,0.0417,0.425,Trust,0.1333,0.2,0.1333,0.0667,0.1333,0.0667,0.1333,0.1333
M3: Communication,10,104,I also agree that direct tends to suit me better. I think that sometimes when people say I want to...,0.8547,0.203,0.108,0.689,Positive,Strong,0.1038,0.5712,Trust,0.1053,0.2632,0.2105,0.0,0.1053,0.1053,0.2105,0.0
M3: Communication,11,27,I think speaking along the lines of social communication. How has neurotypical social forms prevented neurodivergent individuals from creating relationships....,0.3182,0.117,0.0,0.883,Positive,Moderate,0.0333,0.0667,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
